# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 22 09:05:46 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,default_flag,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
BD-11 4672 c,1,Radial Velocity,2020,0,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,,,,,15.37000,2.97000,-2.81000,0,,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000,9.4851100,0.0005180,-0.0005180
BD-13 2130 b,1,Radial Velocity,2007,0,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,,,,,3108.37740,1449.30480,-1449.30480,0,,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,925.2140000,41.2110000,-41.2110000,9.6997100,0.0003370,-0.0003370
BD-14 3065 b,1,Transit,2024,0,4.28897310,0.00000520,-0.00000520,0,0.065600,0.002600,-0.002600,0,21.590,1.050,-1.050,0,3932.00000,290.00000,-280.00000,0,,2.35,0.08,-0.08,0,1.41,0.05,-0.05,0,589.4230000,16.5990000,-15.7290000,10.9100000,0.0016170,-0.0016170
BD-17 63 b,1,Radial Velocity,2008,0,655.57000000,0.58000000,-0.58000000,0,,,,,,,,,1639.99458,63.56568,-63.56568,0,,,,,,0.74,0.04,-0.04,0,34.4603000,0.0929000,-0.0924000,9.2011200,0.0005140,-0.0005140
BD-210397 b,1,Radial Velocity,2023,0,1891.00000000,56.00000000,-48.00000000,0,2.630000,0.060000,-0.050000,0,,,,,214.00000,31.00000,-32.00000,0,K7 V,0.75,0.09,-0.09,0,0.68,0.02,-0.02,0,23.7324000,0.0228000,-0.0227000,9.2596200,0.0008260,-0.0008260
BD-210397 c,1,Radial Velocity,2023,0,6240.00000000,151.00000000,-156.00000000,0,5.900000,0.100000,-0.100000,0,,,,,1525.57635,190.69704,-190.69704,0,K7 V,,,,,0.69,0.01,-0.01,0,23.7324000,0.0228000,-0.0227000,9.2596200,0.0008260,-0.0008260
Barnard b,1,Radial Velocity,2024,0,3.15330000,0.00060000,-0.00060000,0,0.022940,0.000330,-0.000330,0,,,,,0.37000,0.05000,-0.05000,0,M3.5-4 V,0.18,0.01,-0.01,0,0.16,0.01,-0.01,0,1.8265500,0.0009750,-0.0009750,8.1951100,0.0019980,-0.0019980
CD Cet b,1,Radial Velocity,2020,0,2.29070000,0.00012000,-0.00012000,0,0.018500,0.001300,-0.001300,0,,,,,3.95000,0.42000,-0.43000,0,M5.0 V,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,8.6071500,0.0065800,-0.0065800,12.1232000,0.0010500,-0.0010500
CFBDSIR J145829+101343 b,1,Imaging,2011,0,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,3337.10000,1430.20000,-1430.20000,0,,,,,,0.02,0.01,-0.01,0,,,,,,
CFHTWIR-Oph 98 b,1,Imaging,2021,0,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,20.849,0.560,-0.560,0,2479.06157,222.47988,-254.26273,0,M9-L1,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,,,,,,
CHXR 73 b,1,Imaging,2006,0,,,,,210.000000,,,0,,,,,3994.48600,2662.99100,-1664.36900,0,M3.5,,,,,0.35,,,0,190.3740000,6.6470000,-6.2200000,17.2934000,0.0013960,-0.0013960
CI Tau c,1,Radial Velocity,2024,0,25.20000000,1.70000000,-1.80000000,0,0.170000,0.080000,-0.080000,0,,,,,1144.18227,95.34852,-95.34852,0,,,,,,,,,,157.9980000,1.1980000,-1.1800000,12.1454000,0.0118660,-0.0118660
COCONUTS-2 b,1,Imaging,2021,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,12.442,0.336,-0.336,0,2002.31896,476.74261,-603.87397,0,M3 V,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,10.8864000,0.0041000,-0.0042000,10.1460000,0.0015670,-0.0015670
CT Cha b,1,Imaging,2007,0,,,,,440.000000,,,0,24.660,9.080,-6.730,0,5403.00000,1907.00000,-1907.00000,0,,,,,,,,,,190.7200000,0.7780000,-0.7710000,11.7733000,0.0047010,-0.0047010
CoRoT-1 b,1,Transit,2008,0,1.50895570,0.00000640,-0.00000640,0,,,,,16.700,0.900,-0.900,0,327.35000,38.14000,-38.14000,0,G0 V,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,787.9090000,23.4910000,-23.4910000,13.4570000,0.0004770,-0.0004770
CoRoT-10 b,1,Transit,2010,0,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,10.870,0.780,-0.780,0,874.00000,50.85000,-50.85000,0,K1 V,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,338.3860000,3.9865000,-3.9865000,14.6645000,0.0003290,-0.0003290
CoRoT-11 b,1,Transit,2010,0,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,16.030,0.340,-0.340,0,740.51000,108.06000,-108.06000,0,F6 V,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,655.0370000,24.9470000,-23.2090000,12.8410000,0.0003360,-0.0003360
CoRoT-12 b,1,Transit,2010,0,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,291.43800,22.24700,-20.65800,0,,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,1126.3700000,55.7450000,-55.7450000,15.3453000,0.0007700,-0.0007700
CoRoT-13 b,1,Transit,2010,0,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,415.70400,20.97600,-20.97600,0,G0 V,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,1148.9300000,62.1200000,-56.1500000,14.9147000,0.0005000,-0.0005000
CoRoT-14 b,1,Transit,2010,0,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,2415.40000,190.70000,-190.70000,0,F9 V,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,1744.6000000,173.0300000,-144.9000000,15.8116000,0.0007690,-0.0007690
CoRoT-16 b,1,Transit,2011,0,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,170.03200,27.01400,-26.37900,0,G5 V,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,732.4090000,35.3440000,-32.2820000,15.6507000,0.0009980,-0.0009980
CoRoT-17 b,1,Transit,2011,0,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,772.29000,95.34000,-95.34000,0,G2 V,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,1176.1200000,57.1700000,-52.1900000,15.4368000,0.0005240,-0.0005240
CoRoT-18 b,1,Transit,2011,0,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1102.82000,120.77000,-120.77000,0,G9 V,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,764.8890000,27.6140000,-25.7840000,14.8009000,0.0012110,-0.0012110
CoRoT-19 b,1,Transit,2011,0,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,352.78000,19.07000,-19.07000,0,F9 V,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,790.6630000,26.7370000,-25.0710000,13.7831000,0.0005580,-0.0005580
CoRoT-2 b,1,Transit,2008,0,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1102.82000,69.92000,-69.92000,0,,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,213.2830000,2.4850000,-2.4300000,12.2489000,0.0009110,-0.0009110
CoRoT-20 b,1,Transit,2011,0,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,,,,,1366.66900,63.56600,-63.56600,0,,,,,,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000,14.4686000,0.0004120,-0.0004120
CoRoT-20 c,1,Radial Velocity,2018,0,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,,,,,5403.11000,317.83000,-317.83000,0,,,,,,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000,14.4686000,0.0004120,-0.0004120
CoRoT-21 b,1,Transit,2012,0,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,718.29580,98.52730,-98.52730,0,F8 IV,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,,,,15.8558000,0.0019680,-0.0019680
CoRoT-22 b,1,Transit,2014,0,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,12.20000,14.00000,-8.80000,0,G3 V,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,627.1580000,11.1870000,-10.8080000,13.7305000,0.0003040,-0.0003040
CoRoT-23 b,1,Transit,2011,0,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,889.90000,95.30000,-95.30000,0,G0 V,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,1060.9700000,45.4700000,-41.9400000,15.0681000,0.0004090,-0.0004090
CoRoT-24 b,1,Transit,2014,0,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,5.70000,,,1,K1 V,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000,15.1801000,0.0006310,-0.0006310
CoRoT-24 c,1,Transit,2014,0,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,28.00000,11.00000,-11.00000,0,K1 V,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000,15.1801000,0.0006310,-0.0006310
CoRoT-25 b,1,Transit,2013,0,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,85.81000,12.71000,-12.71000,0,F9,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,1103.4800000,44.2800000,-41.0500000,14.7110000,0.0003390,-0.0003390
CoRoT-26 b,1,Transit,2013,0,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,165.26000,15.89000,-15.89000,0,G5,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,1045.1800000,,,15.4682000,0.0016830,-0.0016830
CoRoT-27 b,1,Transit,2014,0,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,3302.11000,174.80000,-174.80000,0,G2,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,1010.2800000,69.2600000,-61.0360000,15.3902000,0.0006150,-0.0006150
CoRoT-28 b,1,Transit,2015,0,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,153.82972,27.65121,-27.65121,0,G8/9 IV,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,766.1830000,14.6850000,-14.1520000,13.4119000,0.0003930,-0.0003930
CoRoT-29 b,1,Transit,2015,0,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,270.15550,63.56600,-63.56600,0,K0 V,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,806.5070000,44.0270000,-39.7600000,15.2394000,0.0005320,-0.0005320
CoRoT-3 b,1,Transit,2008,0,4.25680000,0.00000500,-0.00000500,0,,,,,11.320,0.780,-0.780,0,6883.91000,317.80000,-317.80000,0,F3 V,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,768.7710000,30.7910000,-28.5450000,13.2188000,0.0002980,-0.0002980
CoRoT-30 b,1,Transit,2020,0,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,921.70700,69.92260,-69.92260,0,G3 V,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,1032.2300000,48.5700000,-44.4670000,15.4130000,0.0006660,-0.0006660
CoRoT-31 b,1,Transit,2020,0,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,266.97720,108.06220,-108.06220,0,G2 IV,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,2005.7600000,169.7900000,-145.7100000,15.4655000,0.0008090,-0.0008090
CoRoT-35 b,1,Transit,2022,0,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,18.831,1.233,-1.233,0,349.61125,117.59651,-117.59651,0,F6 V,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,1123.2100000,55.9000000,-50.9200000,15.2625000,0.0005140,-0.0005140
CoRoT-36 b,1,Transit,2022,0,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,15.805,1.569,-1.569,0,216.12332,149.37935,-136.66622,1,F3 V,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,925.9580000,27.7960000,-26.2470000,12.9515000,0.0006500,-0.0006500
CoRoT-4 b,1,Transit,2008,0,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,228.83000,25.43000,-25.43000,0,,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,726.4120000,15.1810000,-14.5820000,13.5613000,0.0003540,-0.0003540
CoRoT-5 b,1,Transit,2009,0,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,148.42000,14.93700,-7.62800,0,F9 V,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,882.4720000,25.6200000,-25.6200000,13.9021000,0.0004180,-0.0004180
CoRoT-6 b,1,Transit,2009,0,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,13.068,0.392,-0.392,0,940.74000,108.06000,-108.06000,0,F9 V,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,645.2940000,12.4530000,-11.9970000,13.7459000,0.0004960,-0.0004960
CoRoT-7 b,1,Transit,2009,0,0.85359163,0.00000001,-0.00000001,0,,,,,1.681,0.112,-0.112,0,4.07661,1.01982,-1.01982,0,,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,159.9060000,0.9170000,-0.9060000,11.5239000,0.0004620,-0.0004620
CoRoT-7 c,1,Radial Velocity,2009,0,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,,,,,8.40000,0.90000,-0.90000,0,,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,159.9060000,0.9170000,-0.9060000,11.5239000,0.0004620,-0.0004620
CoRoT-7 d,1,Radial Velocity,2022,0,8.96600000,1.54600000,-1.54600000,0,,,,,,,,,17.14200,2.55200,-2.55200,0,G9 V,,,,,0.92,0.02,-0.02,0,159.9060000,0.9170000,-0.9060000,11.5239000,0.0004620,-0.0004620
CoRoT-8 b,1,Transit,2010,0,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,6.390,0.220,-0.220,0,69.92000,9.53000,-9.53000,0,K1 V,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,322.0370000,2.7140000,-2.7140000,14.2195000,0.0002620,-0.0002620
CoRoT-9 b,1,Transit,2009,0,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,11.949,0.841,-0.706,0,266.97720,15.89150,-15.89150,0,,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,412.9800000,4.7250000,-4.6220000,13.5008000,0.0003200,-0.0003200
CoRoTID 223977153 b,1,Transit,2017,0,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,G0 VI,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,576.6830000,10.4360000,-10.4360000,13.5867000,0.0007540,-0.0007540
DE CVn b,1,Eclipse Timing Variations,2018,0,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,,,,,3823.27330,955.81833,-955.81833,0,,,,,,0.51,,,0,30.5225000,0.0284000,-0.0285000,11.9752000,0.0010810,-0.0010810
DENIS-P J082303.1-491201 b,1,Astrometry,2013,0,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,,,,,9057.77000,603.85000,-603.85000,0,L1.5,,,,,0.07,0.01,-0.01,0,,,,18.5577000,0.0029090,-0.0029090
DH Tau b,1,Imaging,2004,0,,,,,330.000000,,,0,,,,,3496.00000,3178.00000,-953.00000,0,M0.5,0.27,0.07,-0.07,0,0.33,,,0,134.8460000,1.2820000,-1.2580000,12.4961000,0.0089970,-0.0089970
DMPP-1 b,1,Radial Velocity,2019,0,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,,,,,24.27000,1.16000,-1.59000,0,F8 V,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.8503200,0.0002900,-0.0002900
DMPP-1 c,1,Radial Velocity,2019,0,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,,,,,9.60000,0.53000,-1.58000,0,F8 V,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.8503200,0.0002900,-0.0002900
DMPP-1 d,1,Radial Velocity,2019,0,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,,,,,3.35000,0.38000,-0.34000,0,F8 V,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.8503200,0.0002900,-0.0002900
DMPP-1 e,1,Radial Velocity,2019,0,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,,,,,4.13000,0.66000,-1.14000,0,F8 V,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.8503200,0.0002900,-0.0002900
DMPP-2 b,1,Radial Velocity,2019,0,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,,,,,138.89171,9.53490,-18.75197,0,F5 V,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,137.9400000,0.6810000,-0.6750000,8.4582400,0.0002660,-0.0002660
DMPP-3 A b,1,Radial Velocity,2019,0,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,,,,,2.58000,0.35000,-0.58000,0,K0 V,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0,45.2300000,1.6000000,-1.7200000,,,
DMPP-4 b,1,Radial Velocity,2023,0,3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,,,,,12.20000,1.80000,-1.90000,0,F5-F8 V,1.38,0.01,-0.01,0,1.25,0.02,-0.02,0,25.3284000,0.0382000,-0.0380000,5.6003700,0.0014052,-0.0014052
DP Leo b,1,Eclipse Timing Variations,2009,0,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,,,,,1922.79000,149.37000,-149.37000,0,,,,,,0.69,,,0,305.6840000,33.5540000,-27.6040000,18.6333000,0.0157480,-0.0157480
DS Tuc A b,1,Transit,2019,0,8.13826800,0.00001100,-0.00001100,0,,,,,5.700,0.170,-0.170,0,,,,,G6 V,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0,44.0622000,0.0693000,-0.0691000,8.3192600,0.0010250,-0.0010250
EPIC 201170410.02,1,Transit,2020,0,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,1.047,0.276,-0.257,0,,,,,,0.28,0.07,-0.07,0,0.29,0.10,-0.08,0,,,,16.4386000,0.0072830,-0.0072830
EPIC 201238110 b,1,Transit,2019,0,28.16560000,0.00270000,-0.00280000,0,,,,,1.870,0.200,-0.450,0,,,,,,,,,,0.41,0.11,-0.05,0,159.2590000,1.4140000,-1.3900000,15.2612000,0.0005010,-0.0005010
EPIC 201427007 b,1,Transit,2021,0,0.72091000,0.00014000,-0.00014000,0,,,,,1.500,0.200,-0.200,0,,,,,,0.94,0.09,-0.09,0,,,,,706.3910000,16.7900000,-16.7900000,14.1470000,0.0002080,-0.0002080
EPIC 201497682 b,1,Transit,2019,0,2.13174000,0.00022000,-0.00022000,0,,,,,0.692,0.059,-0.048,0,,,,,,,,,,0.78,0.09,-0.17,0,253.0260000,1.6640000,-1.6640000,13.7368000,0.0003230,-0.0003230
EPIC 201595106 b,1,Transit,2021,0,0.87721400,0.00006000,-0.00006000,0,,,,,1.300,0.100,-0.100,0,,,,,,0.93,0.06,-0.06,0,,,,,232.1000000,2.7060000,-2.6460000,11.6477000,0.0002450,-0.0002450
EPIC 201615463 c,1,Transit,2019,0,3.80464000,0.00091000,-0.00105000,0,,,,,1.220,0.210,-0.170,0,,,,,,,,,,1.07,0.03,-0.03,0,476.8820000,9.6920000,-9.3210000,11.9456000,0.0002360,-0.0002360
EPIC 201754305 d,1,Transit,2019,0,2.71578000,0.00031000,-0.00031000,0,,,,,1.030,0.085,-0.086,0,,,,,,,,,,0.67,0.03,-0.04,0,334.9670000,4.1785000,-4.1785000,14.3234000,0.0003590,-0.0003590
EPIC 201757695.02,1,Transit,2020,0,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,,,,,,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0,,,,,,
EPIC 201833600 c,1,Transit,2019,0,3.96151000,0.00046000,-0.00051000,0,,,,,1.000,0.120,-0.110,0,,,,,,,,,,0.61,0.06,-0.06,0,257.4430000,3.2390000,-3.2390000,14.2575000,0.0005130,-0.0005130
EPIC 201841433 b,1,Transit,2019,0,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,1.040,0.037,-0.032,0,,,,,,0.63,0.04,-0.02,0,0.80,0.08,-0.16,0,436.4880000,8.1780010,-7.8880000,14.5885000,0.0005100,-0.0005100
EPIC 205950854 c,1,Transit,2019,0,8.05072200,0.00007500,-0.00003800,0,,,,,1.310,0.144,-0.063,0,,,,,,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,243.9350000,4.2390000,-4.0990000,12.0976000,0.0003050,-0.0003050
EPIC 206024342 b,1,Transit,2019,0,4.50756000,0.00062000,-0.00060000,0,,,,,1.700,0.590,-0.310,0,,,,,,,,,,0.93,0.08,-0.10,0,369.8880000,4.9900000,-4.8600000,12.9682000,0.0003840,-0.0003840
EPIC 206024342 c,1,Transit,2021,0,0.91172400,0.00007600,-0.00007600,0,,,,,1.400,0.500,-0.500,0,,,,,,1.10,0.36,-0.36,0,,,,,369.8880000,4.9900000,-4.8600000,12.9682000,0.0003840,-0.0003840
EPIC 206024342 d,1,Transit,2021,0,14.64753100,0.00000410,-0.00000410,0,,,,,2.600,0.900,-0.900,0,,,,,,1.10,0.36,-0.36,0,,,,,369.8880000,4.9900000,-4.8600000,12.9682000,0.0003840,-0.0003840
EPIC 206032309 b,1,Transit,2019,0,2.87814000,0.00023000,-0.00026000,0,,,,,1.010,0.240,-0.130,0,,,,,,,,,,0.22,0.04,-0.06,0,161.3650000,1.7930000,-1.7930000,16.0689000,0.0010700,-0.0010700
EPIC 206042996 b,1,Transit,2019,0,5.29860000,0.00060000,-0.00060000,0,,,,,1.700,0.200,-0.200,0,,,,,,0.50,0.04,-0.04,0,,,,,451.7690000,13.9760000,-13.1760000,15.9752000,0.0009690,-0.0009690
EPIC 206042996 c,1,Transit,2021,0,0.35488400,0.00006300,-0.00006300,0,,,,,1.200,0.200,-0.100,0,,,,,,0.50,0.04,-0.04,0,,,,,451.7690000,13.9760000,-13.1760000,15.9752000,0.0009690,-0.0009690
EPIC 206215704 b,1,Transit,2019,0,2.25543600,0.00009100,-0.00009100,0,,,,,1.000,0.100,-0.090,0,,,,,,0.25,0.01,-0.01,0,,,,,109.8880000,1.0800000,-1.0800000,16.1722000,0.0009790,-0.0009790
EPIC 206317286 b,1,Transit,2019,0,1.58252000,0.00017000,-0.00018000,0,,,,,0.960,0.110,-0.150,0,,,,,,,,,,0.71,0.09,-0.03,0,314.3500000,2.9360000,-2.8820000,13.7740000,0.0002990,-0.0002990
EPIC 206317286 c,1,Transit,2022,0,17.51547200,0.00228800,-0.00296500,0,,,,,2.094,0.176,-0.160,0,,,,,,0.76,0.05,-0.06,0,0.83,0.25,-0.37,0,314.3500000,2.9360000,-2.8820000,13.7740000,0.0002990,-0.0002990
